DILIST_ID,CompoundName,smiles,DILIst Classification ,Source,Routs of Administration 
149,nevirapine,CC1=CC=NC2=C1NC(=O)C1=CC=CN=C1N2C1CC1,1,DILIst Classification  Oral,Oral
481,bexarotene,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,1,DILIst Classification  Oral,Oral
703,riboflavin,CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)NC(=O)C1=N2,0,DILIst Classification  Oral,Oral
98,zidovudine,CC1=CN(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)N=C1O,1,DILIst Classification  Oral,Oral
270,telbivudine,CC1=CN(C2CC(O)C(CO)O2)C(=O)N=C1O,0,DILIst Classification  Oral,Oral
85,stavudine,CC1=CN(C2OC(CO)C=C2)C(=O)NC1=O,1,DILIst Classification  Oral,Oral
594,dasatinib,CC1=NC(=CC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=N1)N1CCN(CCO)CC1,1,DILIst Classification  Oral,Oral
809,nitrefazole,CC1=NC(=CN1C1=CC=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,1,DILIst Classification  Oral,Oral
324,tasosartan,CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=CC=CC=C3C3=NNN=N3)C2=N1,1,DILIst Classification  Oral,Oral
1165,Etoricoxib,CC1=NC=C(C=C1)C1=NC=C(Cl)C=C1C1=CC=C(C=C1)S(C)(=O)=O,1,DILIst Classification  ,
141,glipizide,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,1,DILIst Classification  Oral,Oral
273,metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O,1,DILIst Classification  Oral,Oral
726,midazolam,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0,DILIst Classification  Oral,Oral
570,conivaptan,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,0,DILIst Classification  Intravenous,Intravenous
1156,Edaravone,CC1=NN(C(=O)C1)C1=CC=CC=C1,1,DILIst Classification  ,
312,eltrombopag olamine,CC1=NN(C(=O)C1N=NC1=C(O)C(=CC=C1)C1=CC(=CC=C1)C(O)=O)C1=CC(C)=C(C)C=C1,1,DILIst Classification  Oral,Oral
1157,Eltrombopag,CC1=NN(C(=O)C1N=NC1=C(O)C(=CC=C1)C1=CC(=CC=C1)C(O)=O)C1=CC(C)=C(C)C=C1,1,DILIst Classification  ,
825,sulfamethizole,CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,1,DILIst Classification  Oral,Oral
540,cefazolin,CC1=NN=C(SCC2=C(N3C(SC2)C(NC(=O)CN2C=NN=N2)C3=O)C(O)=O)S1,1,DILIst Classification  Intravenous,Intravenous
802,triazolam,CC1=NN=C2CN=C(C3=C(Cl)C=CC=C3)C3=C(C=CC(Cl)=C3)N12,0,DILIst Classification  Oral,Oral
1126,Brotizolam,CC1=NN=C2CN=C(C3=C(SC(Br)=C3)N12)C1=CC=CC=C1Cl,1,DILIst Classification  ,
236,alprazolam,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12,1,DILIst Classification  Oral,Oral
111,prednisone,CC12CC(=O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,1,DILIst Classification  Oral,Oral
200,fludrocortisone,CC12CC(O)C3(F)C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,0,DILIst Classification  Oral,Oral
286,prednisolone,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,1,DILIst Classification  Oral,Oral
119,hydrocortisone,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,0,DILIst Classification  Oral,Oral
821,memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2,1,DILIst Classification  Oral,Oral
198,exemestane,CC12CCC3C(CC(=C)C4=CC(=O)C=CC34C)C1CCC2=O,1,DILIst Classification  Oral,Oral
1108,Abiraterone,CC12CCC3C(CC=C4CC(O)CCC34C)C1CC=C2C1=CC=CN=C1,1,DILIst Classification  ,
973,Dehydroepiandrosterone,CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2=O,1,DILIst Classification  ,
980,ESTRIOL,CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CC(O)C2O,1,DILIst Classification  ,
981,Ethinylestradiol,CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2(O)C#C,1,"DILIst Classification  Oral, Transdermal","Oral, Transdermal"
8,estradiol,CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2O,1,DILIst Classification  Oral,Oral
642,estramustine,CC12CCC3C(CCC4=C3C=CC(OC(=O)N(CCCl)CCCl)=C4)C1CCC2O,1,DILIst Classification  Oral,Oral
1216,Norethisterone,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,1,DILIst Classification  ,
1208,Nandrolone,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2O,1,DILIst Classification  ,
133,testosterone,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2O,1,DILIst Classification  Oral,Oral
250,danazol,CC12CCC3C(CCC4=CC5=C(CC34C)C=NO5)C1CCC2(O)C#C,1,DILIst Classification  Oral,Oral
957,ANDROSTANOLONE,CC12CCC3C(CCC4CC(=O)CCC34C)C1CCC2O,1,DILIst Classification  ,
502,dutasteride,CC12CCC3C(CCC4NC(=O)C=CC34C)C1CCC2C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F,0,DILIst Classification  Oral,Oral
819,capreomycin,CC1C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)NC(C(=O)NCC(C(=O)N1)N)C2CCNC(=N2)N)CNC(=O)CC(CCCN)N.C1CNC(=NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N,0,DILIst Classification  Intravenous,Intravenous
501,aztreonam,CC1C(NC(=O)C(=NOC(C)(C)C(O)=O)C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O,0,DILIst Classification  Intravenous,Intravenous
984,Fusidic Acid,CC1C(O)CCC2(C)C1CCC1(C)C2C(O)CC2C(C(CC12C)OC(C)=O)=C(CCC=C(C)C)C(O)=O,1,"DILIst Classification  Oral, Topical, Intravenous, optahlmic","Oral, Topical, Intravenous, optahlmic"
377,phendimetrazine,CC1C(OCCN1C)C1=CC=CC=C1,0,DILIst Classification  Oral,Oral
283,nystatin,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,0,DILIst Classification  Oral,Oral
197,doxycycline,CC1C2C(O)C3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C2C(=O)C2=C1C=CC=C2O,1,DILIst Classification  Oral,Oral
696,indapamide,CC1CC2=C(C=CC=C2)N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,0,DILIst Classification  Oral,Oral
915,Tibolone,CC1CC2=C(CCC(=O)C2)C2CCC3(C)C(CCC3(O)C#C)C12,1,DILIst Classification  ,
228,methylprednisolone,CC1CC2C3CCC(O)(C(=O)CO)C3(C)CC(O)C2C2(C)C=CC(=O)C=C12,1,DILIst Classification  Oral,Oral
1093,mometasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,0,"DILIst Classification  Topical,Respiratory (inhalation)","Topical,Respiratory (inhalation)"
1079,beclomethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,0,"DILIst Classification  Topical,Respiratory (inhalation)","Topical,Respiratory (inhalation)"
1140,Clobetasol,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,1,DILIst Classification  ,
959,Artemisinin,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,1,DILIst Classification  ,
960,Artesunate,CC1CCC2C(C)C(OC(=O)CCC(O)=O)OC3OC4(C)CCC1C23OO4,1,DILIst Classification  ,
463,argatroban,CC1CCN(C(C1)C(O)=O)C(=O)C(CCCNC(N)=N)NS(=O)(=O)C1=C2NCC(C)CC2=CC=C1,0,DILIst Classification  Intravenous,Intravenous
995,Melperone,CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,1,DILIst Classification  ,
1249,Sparfloxacin,CC1CN(CC(C)N1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O,1,DILIst Classification  ,
574,alvimopan,CC1CN(CC(CC2=CC=CC=C2)C(=O)NCC(O)=O)CCC1(C)C1=CC=CC(O)=C1,0,DILIst Classification  Oral,Oral
1037,temafloxacin,CC1CN(CCN1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C(O)=O,1,DILIst Classification  ,
706,levofloxacin,CC1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,1,DILIst Classification  Oral,Oral
748,ofloxacin,CC1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,1,DILIst Classification  Oral,Oral
1221,Pazufloxacin,CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2C1(N)CC1,1,DILIst Classification  ,
847,metolazone,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,0,DILIst Classification  Oral,Oral
1175,Garenoxacin,CC1NCC2=CC(=CC=C12)C1=CC=C2C(=O)C(=CN(C3CC3)C2=C1OC(F)F)C(O)=O,1,DILIst Classification  ,
1153,Doxifluridine,CC1OC(C(O)C1O)N1C=C(F)C(=O)NC1=O,1,DILIst Classification  ,
695,idarubicin,CC1OC(CC(N)C1O)OC1CC(O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=CC=CC=C1C3=O)C(C)=O,0,DILIst Classification  Intravenous,Intravenous
166,digoxin,CC1OC(CC(O)C1O)OC1C(O)CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(CCC54O)C4=CC(=O)OC4)C3)OC2C)OC1C,0,DILIst Classification  Oral,Oral
465,acarbose,CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,1,DILIst Classification  Oral,Oral
25,amphotericin b,CC1OC(OC2CC3OC(O)(CC(O)C3C(O)=O)CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CC=CC=CC=CC=CC=C2)C(O)C(N)C1O,1,DILIst Classification  Intravenous,Intravenous
679,fosfomycin,CC1OC1P(O)(O)=O,1,DILIst Classification  Oral,Oral
90,tamoxifen,CCC(=C(C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,1,DILIst Classification  Oral,Oral
934,Ethacrynate,CCC(=C)C(=O)C1=CC=C(OCC(O)=O)C(Cl)=C1Cl,0,DILIst Classification  oral,oral
343,methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,0,DILIst Classification  Oral,Oral
437,remifentanil,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,1,DILIst Classification  Intravenous,Intravenous
410,sufentanil,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,0,DILIst Classification  Intravenous,Intravenous
935,Fentanyl,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,0,DILIst Classification  Sublingual,Sublingual
576,ramelteon,CCC(=O)NCCC1CCC2=CC=C3OCCC3=C12,0,DILIst Classification  Oral,Oral
46,propoxyphene,CCC(=O)OC(CC1=CC=CC=C1)(C(C)CN(C)C)C1=CC=CC=C1,1,DILIst Classification  Oral,Oral
680,fosinopril,CCC(=O)OC(OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1CC(CC1C(O)=O)C1CCCCC1)C(C)C,1,DILIst Classification  Oral,Oral
313,tapentadol,CCC(C(C)CN(C)C)C1=CC=CC(O)=C1,0,DILIst Classification  Oral,Oral
599,posaconazole,CCC(C(C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(C2)C2=CC=C(F)C=C2F)C=C1,0,DILIst Classification  Oral,Oral
83,simvastatin,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,1,DILIst Classification  Oral,Oral
269,lovastatin,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,1,DILIst Classification  Oral,Oral
117,pravastatin,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(O)=O)C12,1,DILIst Classification  Oral,Oral
182,cholestyramine,CCC(C)C.CCC(CC(C)C1=CC=CC=C1)C2=CC=C(C=C2)C[N+](C)(C)C.N.[Cl-],0,DILIst Classification  Oral,Oral
850,bacitracin,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4,0,DILIst Classification  Intramuscular,Intramuscular
262,ivermectin,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C,1,DILIst Classification  Oral,Oral
378,oxytocin,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NCC(N)=O,0,DILIst Classification  Intravenous,Intravenous
495,caspofungin,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(NCCN)NC(=O)C2C(O)CCN2C(=O)C(NC(=O)C(NC(=O)C2CC(O)CN2C(=O)C(NC1=O)C(C)O)C(O)C(O)C1=CC=C(O)C=C1)C(O)CCN,0,DILIst Classification  Intravenous,Intravenous
113,itraconazole,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,1,DILIst Classification  Oral,Oral
1224,Phenprocoumon,CCC(C1C(=O)OC2=CC=CC=C2C1=O)C1=CC=CC=C1,1,DILIst Classification  ,
1222,Peramivir,CCC(CC)C(NC(C)=O)C1C(O)C(CC1N=C(N)N)C(O)=O,1,DILIst Classification  ,
855,methysergide,CCC(CO)NC(=O)C1CN(C)C2CC3=CN(C)C4=CC=CC(=C34)C2=C1,0,DILIst Classification  Oral,Oral
856,methylergonovine,CCC(CO)NC(=O)C1CN(C)C2CC3=CNC4=CC=CC(=C34)C2=C1,0,DILIst Classification  Oral,Oral
643,ethambutol,CCC(CO)NCCNC(CC)CO,1,DILIst Classification  Oral,Oral
1268,Trimebutine,CCC(COC(=O)C1=CC(OC)=C(OC)C(OC)=C1)(N(C)C)C1=CC=CC=C1,1,DILIst Classification  ,
479,levetiracetam,CCC(N1CCCC1=O)C(N)=O,1,DILIst Classification  Oral,Oral
1046,methylphenobarbital,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1,1,DILIst Classification  ,
15,phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,1,DILIst Classification  Oral,Oral
150,primidone,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,0,DILIst Classification  Oral,Oral
380,ethosuximide,CCC1(C)CC(=O)NC1=O,0,DILIst Classification  Oral,Oral
1070,aminoglutethimide,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,0,DILIst Classification  Oral,Oral
1040,glutethimide,CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,1,DILIst Classification  ,
921,Amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,0,"DILIst Classification  Intramuscular; Intravenous, oral","Intramuscular; Intravenous, oral"
796,topotecan,CCC1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=CC(O)=C(CN(C)C)C1=C3)C2=O,0,DILIst Classification  Oral,Oral
159,benzbromarone,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=CC=CC=C2O1,1,DILIst Classification  Oral,Oral
507,benziodarone,CCC1=C(C(=O)C2=CC(I)=C(O)C(I)=C2)C2=C(O1)C=CC=C2,1,DILIst Classification  Oral,Oral
506,benzarone,CCC1=C(C(=O)C2=CC=C(O)C=C2)C2=CC=CC=C2O1,1,DILIst Classification  Oral,Oral
105,glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O,1,DILIst Classification  Oral,Oral
912,Molindone,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2,1,DILIst Classification  Oral,Oral
699,irinotecan,CCC1=C2C=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=CC2=NC2=C1CN1C2=CC2=C(COC(=O)C2(O)CC)C1=O,1,DILIst Classification  Intravenous,Intravenous
1158,Eperisone,CCC1=CC=C(C=C1)C(=O)C(C)CN1CCCCC1,1,DILIst Classification  ,
140,etodolac,CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O,1,DILIst Classification  Oral,Oral
970,CLOTIAZEPAM,CCC1=CC2=C(S1)N(C)C(=O)CN=C2C1=CC=CC=C1Cl,1,DILIst Classification  ,
1164,Etizolam,CCC1=CC2=C(S1)N1C(C)=NN=C1CN=C2C1=CC=CC=C1Cl,1,DILIst Classification  ,
76,pioglitazone,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,1,DILIst Classification  Oral,Oral
316,romidepsin,CCC1=NC(=O)C2CSSCCC=CC(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(NC1=O)C(C)C,0,DILIst Classification  Intravenous,Intravenous
774,pyrimethamine,CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,1,DILIst Classification  Oral,Oral
645,ethionamide,CCC1=NC=CC(=C1)C(N)=S,1,DILIst Classification  Oral,Oral
69,nefazodone,CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1,1,DILIst Classification  Oral,Oral
1148,Desogestrel,CCC12CC(=C)C3C(CCC4=CCCCC34)C1CCC2(O)C#C,1,DILIst Classification  ,
707,levonorgestrel,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,0,DILIst Classification  Oral,Oral
1056,norgestrel,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,1,DILIst Classification  Oral,Oral
1229,Pimecrolimus,CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(C)CC2OC)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)C(O)CC1=O)C(C)=CC1CCC(Cl)C(C1)OC,1,DILIst Classification  ,
194,cyclosporine,CCC1NC(=O)C(C(O)C(C)CC=CC)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,1,DILIst Classification  Oral,Oral
826,telithromycin,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(CC(C)C(=O)C(C)C2N(CCCCN3C=NC(=C3)C3=CN=CC=C3)C(=O)OC12C)OC,1,DILIst Classification  Oral,Oral
118,clarithromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(CC(C)C(=O)C(C)C(O)C1(C)O)OC,1,DILIst Classification  Oral,Oral
1007,ROXITHROMYCIN,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O,1,DILIst Classification  ,
51,erythromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,1,DILIst Classification  Oral,Oral
154,azithromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,1,DILIst Classification  Oral,Oral
466,acebutolol,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1,1,DILIst Classification  Oral,Oral
300,clevidipine,CCCC(=O)OCOC(=O)C1C(C2=C(Cl)C(Cl)=CC=C2)C(C(=O)OC)=C(C)N=C1C,0,DILIst Classification  Intravenous,Intravenous
845,carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,0,DILIst Classification  Oral,Oral
718,meprobamate,CCCC(C)(COC(N)=O)COC(N)=O,0,DILIst Classification  Oral,Oral
949,Thiopental,CCCC(C)C1(CC)C(=O)NC(S)=NC1=O,0,DILIst Classification  Intravenous,Intravenous
290,secobarbital,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,0,DILIst Classification  Oral,Oral
1273,Valpromide,CCCC(CCC)C(N)=O,1,DILIst Classification  ,
95,valproic acid,CCCC(CCC)C(O)=O,1,DILIst Classification  Oral,Oral
1254,Telaprevir,CCCC(NC(=O)C1C2CCCC2CN1C(=O)C(NC(=O)C(NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,1,DILIst Classification  ,
425,perindopril,CCCC(NC(C)C(=O)N1C2CCCCC2CC1C(O)=O)C(=O)OCC,0,DILIst Classification  Oral,Oral
579,tipranavir,CCCC1(CCC2=CC=CC=C2)CC(=O)C(C(CC)C2=CC=CC(NS(=O)(=O)C3=CC=C(C=N3)C(F)(F)F)=C2)C(=O)O1,1,DILIst Classification  Oral,Oral
499,olmesartan,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,0,DILIst Classification  Oral,Oral
77,propylthiouracil,CCCC1=NC(=S)NC(=O)C1,1,DILIst Classification  Oral,Oral
517,vardenafil,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(CC)CC1,0,DILIst Classification  Oral,Oral
852,telmisartan,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,1,DILIst Classification  Oral,Oral
464,sildenafil,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,1,DILIst Classification  Oral,Oral
582,clindamycin,CCCC1CC(N(C)C1)C(=O)NC(C(C)Cl)C1OC(SC)C(O)C(O)C1O,1,DILIst Classification  Oral,Oral
524,budesonide,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO,0,DILIst Classification  Oral,Oral
811,valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NNN=N1)C(C(C)C)C(O)=O,1,DILIst Classification  Oral,Oral
1065,octylmethoxycinnamate,CCCCC(CC)COC(=O)C=CC1=CC=C(OC)C=C1,1,DILIst Classification  ,
932,Docusate,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(O)(=O)=O,0,DILIst Classification  oral,oral
589,lubiprostone,CCCCC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(O)=O)O1,0,DILIst Classification  Oral,Oral
925,Butobarbital,CCCCC1(CC)C(=O)NC(=O)NC1=O,0,DILIst Classification  ,
23,amiodarone,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,1,DILIst Classification  Oral,Oral
663,darbepoetin alfa,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+],1,DILIst Classification  Intravenous,Intravenous
886,erythropoietin,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+],0,DILIst Classification  Intravenous,Intravenous
711,losartan,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1,1,DILIst Classification  Oral,Oral
447,eprosartan,CCCCC1=NC=C(C=C(CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O,0,DILIst Classification  Oral,Oral
449,irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1,1,DILIst Classification  Oral,Oral
1219,Oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1,1,DILIst Classification  ,
1034,phenylbutazone,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,1,DILIst Classification  Oral,Oral
403,carboprost tromethamine,CCCCCC(C)(O)C=CC1C(O)CC(O)C1CC=CCCCC(O)=O,0,DILIst Classification  Intramuscular,Intramuscular
406,nabilone,CCCCCCC(C)(C)C1=CC2=C(C3CC(=O)CCC3C(C)(C)O2)C(O)=C1,0,DILIst Classification  Oral,Oral
413,ethanolamine oleate,CCCCCCCCC=CCCCCCCCC(O)=O,0,DILIst Classification  Intravenous,Intravenous
562,daptomycin,CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(O)=O)C(=O)NC1C(C)OC(=O)C(CC(=O)c2ccccc2N)NC(=O)C(NC(=O)C(CO)NC(=O)CNC(=O)C(CC(O)=O)NC(=O)C(C)NC(=O)C(CC(O)=O)NC(=O)C(CCCN)NC(=O)CNC1=O)C(C)CC(O)=O,1,DILIst Classification  Intravenous,Intravenous
869,nandrolone decanoate,CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,1,DILIst Classification  Intramuscular,Intramuscular
878,orlistat,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,1,DILIst Classification  Oral,Oral
